,is_fraud
242795,0
1202453,0
148590,1
300615,0
286927,1
90076,1
189021,1
19392,1
173071,1
319094,0
355153,0
686425,1
892673,0
236522,1
82388,1
775640,1
1205732,1
416202,1
1040731,0
629647,0
935827,1
401502,0
617230,1
281011,1
64637,1
315449,0
1051218,1
940924,1
474476,0
373712,0
701890,1
140090,0
311882,0
335472,0
64748,1
312276,1
551313,1
902638,0
1081680,1
1264800,0
589193,0
128937,1
9130,1
548689,0
98901,1
22782,0
1180157,1
104683,0
478606,1
977054,1
2244,0
436071,1
770717,1
1188179,0
260811,1
908973,1
642705,0
1129300,0
556035,0
1141583,0
1192762,1
483322,0
411231,0
329393,0
20643,0
396434,0
357514,0
221045,1
1247313,0
1048456,0
47908,1
213295,0
26163,1
233631,1
618017,0
7509,1
282311,1
1267753,0
1069029,1
673237,1
869998,0
74064,1
57281,1
393901,0
1025200,0
325857,1
457053,1
288819,1
488335,0
336518,1
1007187,0
282223,1
144982,0
487627,0
259776,0
190468,1
87414,0
551684,0
215400,1
43700,0
637685,1
192137,1
725193,0
765118,1
405408,1
929155,0
1049132,1
192835,0
719981,1
491759,1
25242,0
183979,1
719627,0
64639,1
2650,1
1017210,1
215465,1
225006,0
136949,0
82798,0
444906,1
135374,0
117743,0
56454,0
401347,0
811787,0
466100,0
941876,0
112251,1
129480,1
584506,1
870946,0
306839,0
1293800,0
93746,1
373615,1
1102867,0
75584,1
522306,1
99379,1
866079,0
906977,0
895993,0
863418,0
686341,0
522866,0
30239,1
1141455,0
229027,1
741645,1
770080,0
940752,1
1022052,1
945969,0
116928,0
211785,0
1005163,1
1011242,1
279725,1
641317,0
121860,1
21372,0
606195,1
741369,0
1288496,1
215272,0
67309,0
1270688,1
399703,1
392444,1
305498,1
1150480,1
534154,1
536412,1
322283,0
341248,1
831039,1
545613,0
999348,1
65627,0
951659,1
1088992,0
404444,1
137406,0
1148301,0
29311,0
1216309,0
322517,0
311682,1
1109124,0
311863,0
510258,0
945938,1
204978,0
193945,1
1017204,1
343909,0
341999,0
268274,1
351969,0
346678,0
1010009,1
64129,1
941021,1
43605,0
1212001,1
26443,1
479845,0
108813,0
185200,1
1182225,1
284233,0
922133,0
139717,0
834419,1
506973,0
943138,1
923059,1
1072401,0
1159744,0
461676,0
950767,0
743980,0
670131,1
657323,1
21835,1
216363,0
828211,1
1290374,1
642067,0
1035232,1
230707,1
551318,0
436725,1
769566,0
105711,0
664173,0
168825,1
639186,0
435467,1
923592,0
260782,0
474405,1
1198839,0
58565,1
374334,0
243479,0
133891,1
417551,0
772941,1
682937,1
1029095,1
554468,1
16879,1
640536,0
439031,0
401888,0
657778,0
151962,0
1019705,1
516719,0
743230,1
1023341,1
768362,0
1204305,0
600681,0
79368,0
733972,1
157979,0
854339,0
1002873,0
251933,0
749359,0
795087,0
915217,1
2110,0
533983,0
489373,0
311714,0
98122,1
1055392,0
718237,1
622721,1
1023310,1
836466,1
26160,1
1286798,1
498802,1
53966,0
517562,1
508922,0
1248558,1
387556,1
397362,0
1292731,1
443071,1
1226463,0
1097463,1
4324,1
1022842,1
291839,1
154554,1
426458,0
426014,0
223359,0
834010,1
365009,0
725440,0
1054326,0
430146,1
970097,0
837719,0
231616,1
146953,1
581351,0
36777,1
93788,1
582456,1
52469,1
111583,0
470176,0
938074,1
380027,0
133863,1
737071,1
343080,0
128987,1
491093,1
872999,1
154331,1
441306,0
27584,1
158285,1
210690,0
224253,1
1082113,1
503276,0
550364,0
1084433,0
1087625,0
1196707,0
522228,0
132668,1
774694,0
266404,0
148608,0
394134,1
896409,0
518945,0
90178,1
1190934,0
909248,1
1027387,1
218470,1
665544,1
1062834,1
721413,0
378594,0
352840,0
81752,1
1134632,1
438407,0
1041420,0
150291,1
42550,1
628557,1
587860,0
815115,1
792591,0
858428,0
645929,1
285745,1
1012735,1
66004,1
249400,0
89934,1
287669,0
65559,0
941015,1
1250773,1
405020,0
268347,0
67650,0
1065817,1
571059,0
154782,0
209222,0
961501,0
49685,0
109677,0
471798,1
933223,0
172229,1
1045895,0
283955,1
1120654,0
201720,1
854050,1
74292,1
1178469,1
1118284,0
394076,0
157874,1
429248,0
736886,0
926054,1
453201,0
415541,1
1024962,1
391168,0
683269,0
1065330,0
179476,1
350968,0
522627,1
122821,1
164983,0
1043163,1
6383,1
1246685,1
57780,0
30972,0
359492,1
1098259,0
1091175,1
193791,1
95802,1
874269,0
679770,1
463562,0
280063,1
75370,1
685812,1
84144,0
979096,1
465882,1
802466,1
399764,1
1048172,0
633243,0
989174,1
233336,1
233794,0
1288644,1
460624,1
330760,0
1233110,1
97438,1
281071,1
788135,0
904167,1
82312,0
29859,1
495785,0
456374,0
105539,1
360220,0
291576,1
473774,0
433446,0
288002,0
478469,1
789607,1
344770,1
1268679,1
1258680,1
965206,1
520589,0
1213752,0
265083,0
1234348,0
486094,1
645385,0
395807,1
397334,0
213746,0
531113,1
161659,0
282888,0
464637,1
613926,0
185168,1
1091523,0
568262,0
227297,0
14413,1
962161,0
543001,0
834425,0
386060,0
210161,0
1164752,1
872765,1
138241,0
63514,0
15472,1
1186783,0
885059,0
419618,1
1238782,1
1180282,1
555650,0
833835,1
1019853,0
38546,0
326711,1
483364,0
1064721,0
85686,1
290831,0
241324,1
78698,0
1011287,1
727344,1
153337,1
257101,0
886695,0
779145,0
267930,0
115083,0
427479,1
292210,0
331054,0
499789,1
429206,1
85779,1
534514,1
360528,1
776685,0
951729,1
953008,1
1052552,0
819771,0
259916,1
85669,1
339976,0
442313,0
617887,1
323566,1
1114325,0
288641,1
760901,1
122801,1
501023,0
31916,1
1192485,0
8806,0
553928,1
1135374,1
491244,1
1187412,0
283140,0
743211,1
64135,0
587658,0
360484,1
459021,1
221684,0
986656,0
23015,1
212565,0
180816,0
290168,1
535691,0
1166477,1
276416,1
149668,1
893845,0
26013,1
1091227,1
271096,0
1025736,1
260178,0
198188,0
651840,0
208395,0
820751,0
22256,1
681697,1
16030,0
120688,0
938054,1
324818,1
713379,1
1039938,0
1174236,1
366755,1
26567,1
1193029,1
404461,0
928863,1
336070,1
560689,1
933277,1
1120396,0
468982,1
538129,0
80654,1
571015,1
176228,0
104185,0
868557,0
1143608,0
327693,0
542053,0
33374,0
1068969,1
45927,1
483713,0
576330,1
62377,1
267031,0
427848,0
33945,1
1067698,0
125550,1
572120,1
903293,0
81602,1
600524,1
1122869,0
359215,1
586464,0
920395,0
916636,1
462833,0
418130,0
359269,0
8689,0
518210,1
570434,0
51722,1
1186634,1
427425,1
1126814,1
854281,0
194479,1
1200122,1
741314,0
409259,0
41198,0
897135,1
265587,0
135551,1
416422,0
791084,0
444256,0
311586,1
448745,1
344854,1
279580,1
651204,0
785929,0
1101779,0
229605,0
1253275,1
657411,1
1194475,1
141112,0
211099,1
28383,0
989001,1
1085884,0
118372,1
771387,1
660950,0
601843,1
908779,0
62042,1
376530,0
275836,0
372702,0
1143061,0
422874,0
292341,1
252238,0
1018344,0
524221,1
84288,0
246481,0
840871,0
172615,0
1030449,1
725902,1
646605,0
280787,1
628176,0
405027,1
498757,1
29760,0
14787,0
1219103,1
796040,1
361040,0
1124062,0
337354,1
384575,0
946481,0
48079,1
24985,0
379441,0
406046,0
86050,1
1225650,0
511089,1
51849,1
560794,0
132152,1
1133841,0
392537,1
557722,1
1186562,1
129238,1
193348,0
519594,0
1160350,0
412119,1
913243,0
345836,0
1261462,0
634878,0
842704,0
216260,0
647694,0
354225,1
892630,0
89045,0
464810,1
538485,1
51724,0
52030,1
706304,0
550454,0
79589,1
1154822,1
466319,0
318272,0
158524,0
554390,1
315456,0
89923,1
180581,0
273012,1
16750,1
215431,0
340968,0
244629,1
1132984,1
996771,1
1173656,1
619558,1
16893,1
284243,1
425373,0
898342,0
307779,1
67508,1
482051,0
928425,0
86381,0
570531,1
889226,0
762572,1
159695,0
157738,1
95908,0
112899,0
1150407,1
833900,1
291048,0
460693,0
403234,1
1063046,1
950543,0
1290,0
1284306,0
1041413,0
1278489,1
203659,0
233744,1
405039,1
207676,0
1276142,0
885577,0
592054,0
844103,0
420118,0
750539,0
915839,0
442287,0
491497,1
167837,1
617977,0
950282,1
464829,0
139686,1
1049655,0
598406,1
81290,1
1036468,0
805004,0
58564,1
562258,1
290399,0
373492,1
767417,0
1267356,0
1085326,0
628309,0
376568,0
386034,1
1070770,1
425915,0
852837,0
283496,1
783195,0
918778,0
884677,1
1069216,1
840159,0
428611,0
930876,1
1073267,0
963824,0
1020022,0
695478,0
136106,0
567971,1
374988,0
1186464,1
160271,0
121955,1
953020,1
74056,1
443052,0
745084,1
440757,0
1027610,1
123036,0
959555,0
953099,1
1035302,0
55615,1
801831,0
555758,1
982582,0
35446,0
647118,0
225951,1
446167,0
558477,1
400353,1
893238,1
215571,1
280414,1
1210938,1
1263782,1
625691,1
878105,1
1246382,0
463933,0
746520,1
893989,0
235143,0
307868,1
57013,0
5559,1
474642,1
1094470,0
1154949,1
197327,0
1071184,0
834603,1
231043,0
122181,0
22515,0
179209,0
524542,0
222533,0
12246,1
584470,1
459431,1
43603,1
489045,1
1158434,1
115377,0
571418,0
1240879,0
888315,0
732882,0
350962,0
1145439,1
282468,1
1259100,1
479159,0
1011402,1
424703,0
122864,0
532958,0
1255383,1
6733,0
53876,1
223768,1
768456,1
1219799,0
138737,0
931109,1
113956,1
190876,1
213620,1
1004601,0
1161108,1
247173,0
67175,1
326842,0
74109,1
501824,0
354942,0
211055,1
239864,1
115210,0
160274,0
1275323,1
131986,0
36340,0
1182098,1
862506,1
1219240,1
1232994,1
517738,0
1241453,0
314178,1
1186742,1
151221,1
1030199,0
564602,0
141633,1
1152607,1
265486,1
631086,0
15454,1
390430,1
449837,0
208296,1
294767,0
401185,0
969950,0
528924,0
369872,0
715166,1
662250,1
497450,0
147775,1
372489,0
98621,0
641361,1
14522,0
635836,1
351384,0
682392,1
663044,0
50228,1
289195,0
427566,1
606309,1
1227006,1
1102134,1
539341,0
513979,0
893295,1
616036,1
1176055,0
1202419,1
59521,1
506021,1
370835,1
304640,1
267017,0
867415,0
28642,0
140578,0
51458,0
474087,1
1049867,1
733991,0
478403,1
873780,0
88664,0
953051,1
491777,1
2467,1
117085,1
951996,0
21792,0
502809,0
198057,0
181421,1
366420,1
1169183,0
43818,0
600121,1
773022,1
504196,0
582606,1
855622,0
1190557,0
1073671,0
355988,0
301613,1
340981,1
33665,0
614689,0
888800,0
401828,0
30187,1
462775,1
464868,0
579404,0
446882,0
490385,0
639982,0
646861,0
276559,0
846540,1
1282500,0
145225,0
294067,0
746604,1
962817,0
1056448,0
22272,0
1133857,0
35872,1
71867,1
777114,1
86117,1
1212022,1
218326,1
1037867,0
13920,0
71185,0
214541,1
492628,0
1134388,0
331364,1
470024,0
534950,1
391315,0
602816,0
13826,0
1186711,0
712323,1
231404,0
1257980,0
505195,1
1286850,1
136032,1
242905,0
1205968,1
1067253,1
1127075,1
508779,1
91937,1
98005,1
18466,0
255297,1
747260,0
400298,1
32276,0
192598,1
381768,0
454943,1
1013841,0
508751,0
861582,0
455435,1
447990,0
635643,0
1250245,1
477889,0
63235,0
301538,1
641251,1
120105,0
545875,0
19578,1
503839,0
62284,1
1232438,0
23374,0
771877,0
1186387,1
41927,1
479217,0
1147152,1
391528,1
503011,0
665741,1
444880,0
211725,1
681432,1
649501,0
1132698,0
152435,1
25410,1
709960,1
905857,0
1178604,1
783336,1
487493,0
757686,0
256535,1
209660,0
360601,0
164720,0
220895,0
473619,0
884690,1
162449,0
582969,1
599992,1
660568,1
631245,0
1176885,1
1005001,0
471444,1
228940,0
715210,1
134048,1
351330,1
1277377,0
931123,1
360208,0
477047,0
603540,1
27767,0
489113,0
407973,0
14043,1
186102,0
998446,0
379550,0
123106,1
1192936,1
967314,1
133268,1
83712,1
477760,0
399739,1
53814,0
680847,0
282848,1
538155,1
617845,1
111148,0
689129,0
622506,1
938666,0
459734,0
1049467,0
683471,1
184904,1
151530,1
1040779,1
574101,1
1179145,0
241683,0
248230,0
405977,0
7364,0
112803,1
1182262,0
321965,0
667445,0
292616,1
892542,0
98257,1
215132,1
185921,1
50905,1
75355,1
213485,1
554111,0
673355,1
1018535,0
288413,1
396866,1
1081712,1
336866,0
207460,0
64360,0
288940,0
967075,1
86415,0
260176,1
211418,0
731019,1
1143290,0
87740,0
326727,0
904319,1
1242701,1
253809,1
821931,0
924663,1
700089,0
490521,0
328163,1
1128955,0
4892,1
412175,0
471224,1
1079458,0
772209,0
974994,1
197931,0
78053,1
808977,0
1288774,1
575094,0
1130375,0
1139225,1
590567,1
166814,0
141740,0
194296,0
217231,0
715154,1
806209,1
161530,1
479759,0
31773,0
1251855,0
308634,0
691357,0
1216069,0
213851,1
36270,1
464210,0
399933,0
516045,0
453516,1
12448,1
709926,1
1245965,0
1061652,0
213135,1
558333,0
940957,1
683275,1
1262641,1
233418,1
135839,0
328849,1
132372,0
398014,0
554132,1
173702,0
244717,1
437810,0
185928,1
233578,1
237784,1
133846,1
534312,0
403216,1
448291,0
1114376,0
795929,1
258770,0
316529,1
842210,0
349073,0
455459,0
146058,1
192352,1
840469,0
534351,0
304225,1
838246,1
1295155,1
1222696,0
82901,0
686052,0
132092,1
228856,1
356349,0
1048777,0
75219,0
742350,0
1157037,0
464572,0
270178,1
294303,0
1111306,1
770099,0
75415,1
1262034,1
929564,1
134302,1
1242579,1
241340,1
1090568,0
74055,1
702722,0
190128,0
264063,0
111635,1
832098,1
570605,1
565899,1
68340,0
911504,0
653461,1
975820,1
325653,0
185123,1
1165555,0
229598,1
242440,0
1027530,1
257629,0
681001,0
890081,1
204703,1
24189,1
1269628,0
31477,0
746632,1
334630,0
921842,1
464635,1
234478,1
287005,1
522135,1
81439,1
26350,1
86216,0
373461,0
252032,0
24168,1
401625,1
277705,0
1075921,0
765578,1
276867,0
454312,1
349467,1
1154956,1
286129,0
1178804,0
86056,1
333143,1
135054,1
462830,0
441008,1
41799,0
1051268,1
462712,0
132048,1
485557,0
413655,0
1145307,1
151422,1
265303,1
981640,1
776683,1
944257,0
416688,0
376201,1
172197,0
1259118,1
20674,0
514483,1
1292411,1
172826,0
163195,0
822797,1
21979,0
741620,1
507340,0
523178,0
1062529,0
1113015,1
32204,1
133691,1
1123680,1
37942,0
286987,1
285608,1
382231,0
646172,1
317052,0
1210838,0
824405,0
471761,0
135287,0
763021,0
1225445,0
30010,1
1029486,0
326399,0
313835,0
1241717,0
849176,0
151412,1
215708,0
551164,0
236478,0
350998,0
297683,0
518320,1
222050,0
563019,1
138064,0
545211,0
970406,0
85715,1
144759,1
279203,0
16734,0
213641,1
142865,0
672493,0
504945,1
893483,1
405004,1
620066,0
766882,0
452249,0
301544,1
1162325,0
115048,0
33050,0
256862,1
1216540,0
722611,0
103035,0
17336,0
98209,0
491288,0
602158,0
405940,0
179428,1
999767,0
302417,0
781469,1
693095,0
215450,1
1228499,1
975562,1
758937,1
762009,0
686869,0
328867,1
127740,0
206272,0
389332,1
328464,0
269328,0
154590,0
1062627,1
242587,1
641266,1
118026,1
795924,1
628516,0
373643,1
165199,1
911045,0
180527,1
1223095,1
352508,1
674274,0
495261,0
343450,1
215208,1
1189998,0
737587,0
57328,1
477946,0
570921,1
403235,1
499732,1
188601,1
503123,0
1124320,0
352225,0
12290,1
309355,0
605542,0
211899,1
405704,0
701601,1
958758,0
951041,0
628596,1
201735,1
788913,1
373221,1
714032,0
95798,1
42018,1
412024,0
339833,0
362199,0
69873,0
657187,1
1164545,0
681603,0
471428,1
703304,0
263840,0
1046415,1
194906,0
1135281,0
745207,1
12873,0
510474,0
69080,0
649257,0
58299,0
669939,1
107962,0
602491,0
276536,1
1014820,1
211393,0
599983,1
221717,0
699342,0
118168,1
897129,1
1293250,1
1131291,0
890882,0
76695,1
362995,0
644357,1
386607,0
401765,1
360604,0
123052,0
214464,0
462486,1
132068,1
118597,0
841410,1
83877,0
821999,0
234235,0
869034,1
772045,1
208231,1
15324,0
433770,0
455683,0
683213,1
1202603,1
571466,0
869224,0
854406,0
542382,0
1057485,0
397160,0
1180937,0
425001,0
618228,0
80417,0
492197,0
449117,1
158816,0
866226,0
724395,1
27690,0
868677,0
1287127,1
971785,1
88604,1
265158,0
757209,1
328127,1
90012,1
63416,1
1178036,0
285494,1
78603,1
362088,1
422529,0
472544,0
249275,1
349662,1
529558,0
1006643,0
659358,0
1200531,1
104206,0
81979,1
373396,1
1173751,1
976966,1
298760,0
86261,1
928035,0
802444,1
421704,0
297435,1
936704,0
667202,0
115798,1
126197,1
290492,0
1006851,0
1187595,0
371801,1
263614,0
36024,0
417992,0
87962,0
713402,1
955067,1
1290515,1
582684,1
1295170,1
1085610,0
179620,1
101067,1
1010541,0
1121618,0
900672,1
65978,1
396889,0
878322,1
74257,1
278265,0
488518,0
279794,1
151230,1
328523,0
1186741,1
32262,1
1214000,1
567362,0
269898,1
24185,1
1117813,0
33518,0
1097735,1
228978,1
601865,1
157719,1
559803,0
462700,1
356421,1
1184266,1
827875,1
425405,1
786556,0
135564,0
1131179,1
454521,1
68754,0
201327,0
43643,0
124287,0
4644,1
123891,0
83944,1
1039078,0
153066,1
456094,0
50146,1
215846,0
985522,0
310742,0
597409,1
232143,0
43104,0
66083,1
205506,0
503339,0
185802,0
95808,1
423506,1
488792,1
955441,0
356845,0
1266845,0
1001470,0
681018,0
683474,1
151724,1
45204,1
168842,1
138644,1
1100861,1
1012708,1
625905,1
1148839,1
615488,0
103466,0
857158,0
334418,0
921694,1
518160,0
118024,1
382279,0
493976,0
554034,1
817971,0
40020,0
1185884,0
314288,0
1017276,1
728473,1
650118,0
10164,0
380352,1
410318,1
107081,1
183247,1
716430,0
55752,1
512944,1
760769,1
10047,1
256012,0
276514,0
133776,0
154153,1
518590,0
83093,0
325285,0
778941,1
425150,1
780663,0
118000,1
1288433,1
429468,0
1104590,0
133825,1
635681,1
309937,1
590950,0
163273,0
437653,0
412225,0
123353,0
917320,0
510907,0
327439,1
204342,0
1242783,0
6141,1
259970,0
35853,1
495791,1
534407,1
36446,0
1287867,0
923264,0
234401,1
989016,1
1186986,1
733654,0
533465,0
625797,1
712495,1
97987,1
1176490,1
18217,1
1180649,1
713218,1
979038,1
31913,1
802718,1
561972,1
340532,1
971888,1
378451,1
238533,0
489981,0
489129,0
149694,0
287362,1
858966,1
915375,1
130446,1
611826,0
1238018,0
299835,0
522398,1
14441,1
907719,0
175763,0
638719,1
289313,0
33789,0
285529,0
1228518,0
63793,1
982241,0
774393,1
95907,1
843801,0
441964,0
474105,0
368073,0
400054,1
138380,0
601337,0
183134,1
841887,1
1226987,0
1069212,1
948329,0
773013,1
228990,1
296801,0
116436,1
975620,1
133812,0
311604,0
215206,0
69675,1
615903,0
1180230,1
151505,1
497908,0
75441,1
264423,0
635712,1
482271,1
1168381,1
550993,1
593744,0
1066945,0
227173,1
339456,0
291294,0
830576,0
494817,1
952982,1
86000,1
9385,0
1189753,1
889604,0
921796,1
783516,1
685215,0
346567,0
275829,1
308182,0
137812,0
147273,1
118300,1
715234,1
668624,0
395556,0
1184182,1
137986,1
1395,0
72348,1
1067382,1
393064,0
149479,1
1187491,1
370053,0
746726,1
1186754,1
1209036,1
841787,1
450958,1
739939,1
1261155,0
464440,1
474462,1
69753,0
47634,0
448652,1
279520,1
68278,0
477372,0
734241,1
1010105,0
628693,1
268216,1
22314,0
208491,0
995710,1
1105426,0
642679,0
285774,1
282836,1
415437,1
482978,0
31161,0
416236,0
338452,0
653945,0
921511,0
302092,0
1186419,1
654129,0
83763,1
940739,1
386576,0
31536,1
276545,1
58145,0
629091,0
267332,0
56687,1
91313,1
921618,0
229117,1
1050873,0
3560,0
597220,1
297159,1
662098,1
1225883,0
480666,0
508104,0
175150,1
542530,0
125901,1
816980,0
474911,0
870292,0
490809,0
561935,0
105811,1
160763,1
489181,1
51259,1
112020,0
417458,1
953314,1
1010819,0
236628,0
60588,0
1051508,1
424889,1
775712,1
1148804,0
752684,0
385984,0
584128,0
799088,1
1290793,1
378740,1
1163208,0
231990,0
13769,0
82733,0
958970,0
1102723,1
884856,0
262054,0
657391,1
114586,1
396826,1
667383,1
177273,0
398184,0
1233001,1
273462,0
709862,1
1170647,1
934856,0
512502,1
286783,1
229460,1
448242,0
510766,0
448848,1
14370,1
137083,0
1278701,1
471183,0
842142,0
206239,0
235624,0
1133242,0
998585,0
542163,0
888995,0
373179,1
1262668,1
378437,1
529447,0
57191,0
683344,1
517341,1
527839,0
865642,0
530994,1
700955,0
193603,0
871774,0
169777,0
105983,1
545576,0
26991,0
55380,1
713305,1
969516,1
1138266,0
486958,0
225421,0
75452,1
1286564,0
1054115,0
376883,1
1054712,1
56103,0
741355,0
924804,1
49389,0
1029918,0
26383,1
715416,1
1023381,1
1166172,1
15605,1
236731,0
141097,0
1102442,0
973040,0
945385,1
815310,1
1295532,1
1133565,0
283708,1
24244,0
139468,1
189200,1
295570,0
353619,1
109708,1
711151,0
422574,0
884746,1
697840,0
165487,1
29895,1
1269309,0
783319,0
620574,0
1012702,1
967007,1
951599,0
64584,1
646049,1
302630,0
192253,1
187564,0
734950,0
1162392,0
221051,1
284616,0
272829,1
278156,1
118212,1
843493,0
55468,1
1068995,1
172565,0
59782,0
147921,1
911884,1
57855,0
295689,1
1195514,0
5419,0
1175329,0
1049756,1
1238627,1
21742,1
691555,0
292239,1
365502,0
644731,1
229653,0
541774,0
937002,0
400263,1
515988,0
1207483,0
343819,0
356649,1
227844,0
145171,1
192311,1
1214061,0
125930,1
1022894,0
683312,1
138290,1
265265,1
458589,0
276315,1
173006,1
388009,0
181461,1
117769,0
979021,1
141014,0
1155299,0
277577,0
129831,0
1076646,0
464718,0
981650,1
175490,0
942792,1
464452,1
201166,0
690112,1
111666,1
603575,1
1049856,1
1193580,1
1170844,1
133269,1
226901,0
855071,0
257024,0
399404,0
298138,1
371812,1
625657,1
274816,0
519729,0
652360,0
227823,1
1105192,0
203603,0
464322,0
514925,0
95943,1
1208948,1
368470,0
479185,1
756710,0
346129,0
661074,1
294492,0
1280755,0
929455,0
1168453,1
88833,0
274939,0
5211,0
1230882,1
1052898,1
236419,1
183352,1
625722,1
199655,0
722248,1
802326,1
357488,0
570459,1
921828,1
412438,0
758960,1
821159,1
1150409,1
331647,0
802649,1
87461,1
635680,0
86148,1
279671,1
35327,0
10206,1
60747,1
778357,1
489185,1
1011429,1
160218,0
64200,1
508422,0
63085,0
1252708,1
321603,1
405671,0
116371,0
262586,1
209869,1
266229,1
1005023,1
442788,1
774463,1
942810,1
248934,0
758811,1
153255,1
1184593,0
638104,1
398137,0
26771,0
125489,1
887714,0
838454,0
62425,0
338026,1
53960,1
416290,0
354001,1
216395,1
1269809,0
537415,0
372989,0
18317,1
737248,1
1208347,0
782040,0
320916,1
1288419,1
279931,0
1014787,1
368366,1
404783,0
139384,0
298358,1
506735,1
604039,1
11933,1
30462,0
52489,1
537997,1
862765,0
26305,1
879185,0
442946,1
282322,1
174169,0
491997,1
720998,1
114565,1
180447,0
1105012,0
83956,0
36126,1
1249102,1
475238,1
616390,0
924541,0
231779,0
259889,1
571216,0
756152,1
676241,0
695342,1
522295,1
920783,0
1189779,1
476196,0
407460,0
892522,0
940870,1
542394,0
102419,0
351131,1
260620,0
1238676,1
1186580,0
300476,0
102230,1
277616,0
238491,1
58596,1
245656,1
1079541,0
34239,1
524392,0
24842,1
1051210,1
332615,0
1044986,0
359720,1
314246,0
370806,1
204612,0
195288,0
57420,1
81712,0
724147,0
63874,0
443926,0
1139844,0
577853,1
667341,1
115884,1
415516,1
432097,1
596731,1
1136816,0
601748,1
174991,0
94298,0
334783,0
694604,0
340877,0
5757,1
84002,1
26356,0
72316,0
181182,1
180908,1
37359,0
15228,0
327518,0
327530,1
34001,1
372089,0
114555,0
455398,1
939296,0
519402,0
1288493,1
1249600,0
704097,0
172986,1
435195,0
417352,0
848128,0
536586,0
62135,1
1289818,0
686010,1
411829,1
128872,1
389344,1
837567,1
924581,1
673257,1
133629,1
469409,0
995705,1
139324,0
142858,0
446402,0
386443,0
545358,0
48376,0
174445,0
526486,0
81273,0
657952,1
216277,0
89727,0
1133982,0
869464,1
1024008,0
1961,0
58731,1
170773,0
928889,1
667978,1
355587,0
286980,1
468901,1
126091,0
274178,1
391620,0
322588,0
496081,0
993232,1
21725,1
64804,1
466210,0
184098,0
1009844,0
560479,0
893338,1
401724,1
179541,1
1290371,1
776874,0
328015,0
210980,0
157445,0
306258,1
338686,0
213577,1
327605,1
366412,1
400646,1
1100570,0
572948,0
282618,0
175472,1
878791,0
399581,0
268725,1
239748,1
35842,1
945305,1
870924,0
112639,0
125751,1
290162,0
1291226,0
581109,1
687751,0
1088901,0
523265,1
490989,0
482323,0
15483,0
405160,1
390708,0
685988,0
736271,1
387901,0
478279,0
609369,1
195789,0
1019357,0
129016,0
55703,0
31766,1
92597,1
916574,1
990783,1
1174146,1
1288424,1
542389,1
1266962,0
1203121,0
961326,0
814741,1
298311,1
866546,0
341325,1
9342,0
129229,1
490953,0
1166176,1
474742,0
151376,1
505890,0
86102,1
746662,1
116545,1
423102,0
258100,1
133660,1
557830,1
603722,1
74052,1
18142,1
549577,0
778379,1
272852,1
1288756,1
1063007,1
516032,0
31614,1
76519,0
939674,1
222335,0
1158500,1
1102510,0
884565,1
1139135,1
474056,1
561524,0
715445,1
1007577,1
333929,0
962957,1
1014748,1
604168,0
15036,1
29795,1
695369,1
577785,1
887028,0
43755,1
862297,1
290182,0
763528,0
403491,1
15367,0
1102703,1
297619,1
853247,0
640353,0
479030,0
1094691,1
371875,1
434116,0
971780,1
356530,1
799657,1
1085556,0
447639,1
749924,0
1186647,1
892000,0
139734,0
1164805,1
154515,1
890124,1
935955,1
1166634,0
170149,1
282713,0
200809,0
386697,0
703045,0
69735,1
1166677,1
1022034,1
1248162,1
168144,0
503637,0
891945,1
236716,1
1138454,1
114068,1
500185,0
1180141,1
100507,0
429682,1
578184,1
116491,1
1286830,1
412164,0
220817,1
45646,1
1069666,0
1014764,1
470945,0
711124,0
853440,0
74404,0
1246748,0
511289,0
883849,0
211707,1
972714,0
320726,0
856266,1
275898,1
311523,1
74186,1
919675,1
541770,0
237740,1
468068,0
209528,1
226226,1
292840,0
265070,1
271112,0
411586,0
1089029,0
524207,0
989521,0
1061664,1
597756,1
1148859,1
64686,0
995438,1
391121,1
122130,0
439095,1
308080,1
967023,1
965891,0
1094636,0
59222,1
216330,1
158098,0
333879,0
373934,1
74704,0
890603,0
618031,1
619119,0
819170,0
25052,0
269451,1
1099221,1
817732,0
278554,0
87962,1
297980,1
983598,1
242771,1
308845,0
506026,0
138172,1
938086,1
682934,1
1128542,0
200103,0
43024,0
683679,1
100435,1
730831,1
403574,1
870289,0
55616,1
827801,0
739789,1
599114,1
323570,0
413477,0
130218,1
151925,1
252772,0
1020759,0
606825,0
304562,0
72074,1
736669,0
885022,1
595566,1
359331,1
1133587,0
699549,1
711810,1
184565,1
636162,0
327910,0
430442,0
1179304,0
27637,1
17928,0
277847,0
967134,1
533634,0
676315,1
618045,1
1259152,0
49909,1
1176806,1
904276,1
603698,1
44518,0
1278638,1
573923,1
418082,0
1135460,0
376299,1
1054060,0
494646,0
125944,1
691990,1
93670,1
181051,1
531130,1
90167,1
1176217,1
1202489,0
19034,1
537002,0
160759,1
149303,1
467797,0
1142275,1
50144,1
689538,1
498924,1
692127,1
594928,0
1106857,0
457511,0
59785,1
1150022,1
1292800,1
887883,0
1170315,0
89852,1
1124351,0
693858,1
1098585,1
1210802,0
970839,0
43645,1
747766,1
749890,0
507662,1
789476,0
1219078,1
21630,1
249184,0
641140,0
89353,0
570395,1
89628,1
400582,0
1186581,1
236606,1
329139,0
146266,1
282467,1
272172,0
9334,0
307993,1
482722,0
317521,0
1210405,1
73612,1
